"year" "PC1_score" "spline_15" "klp_sd" "ulp_sd" "total_sd"
160 -2.05951485211503 -1.41943692129622 10 5 15
161 -2.28286396591282 -1.42655838721343 10 5 15
162 -2.07330431893734 -1.37290076395846 10 5 15
163 -0.90616274243005 -1.27717307805203 10 5 15
164 -0.412445575102614 -1.17494878230018 10 5 15
165 -0.0843389528840753 -1.09386841224256 10 5 15
166 -1.09351572302708 -1.03884028977931 10 5 15
167 -1.17181018031425 -0.990422309511479 10 5 15
168 -0.938612187502898 -0.926045461075111 10 5 15
169 -1.4824791011116 -0.82720838796176 10 5 15
170 -0.780673415383431 -0.679960357800752 10 5 15
171 -1.10137943142493 -0.484380065451318 10 7 17
172 -0.909377628230762 -0.249140898454274 10 7 17
173 0.924695359831818 0.00051672101994471 10 7 17
174 -0.0179652149858009 0.227378310401435 10 7 17
175 0.465631906515683 0.408550097558489 10 7 17
176 1.73505296518455 0.521137727226271 10 7 17
177 0.538977749640168 0.548387875498882 11 7 18
178 0.57643272521268 0.498705164773794 11 7 18
179 0.111566246340532 0.386928233810373 11 7 18
180 0.461525417543327 0.228029830489354 11 7 18
181 0.0492580864584654 0.0329282290046551 11 7 18
182 1.43134127290208 -0.183995271888521 11 7 18
183 -1.50557996117002 -0.398538273014065 11 7 18
184 -1.45489644828914 -0.558942804196864 11 7 18
185 -1.11766923957341 -0.632479868399963 11 7 18
186 -1.67801158705285 -0.612977646706242 11 7 18
187 -0.832327762839927 -0.514283335885867 11 7 18
188 1.87758868447984 -0.376223194089608 11 7 18
189 -1.31222458125289 -0.239051385768165 11 7 18
190 -0.396350292870888 -0.103904815966304 11 7 18
191 0.381282981418769 0.0161180754830664 11 7 18
192 0.669532114031758 0.0982843106753591 11 7 18
193 0.967185619326648 0.128785717261297 11 7 18
194 -0.969978093995677 0.111713154345864 11 7 18
195 1.4017946358614 0.0657451044757549 11 7 18
196 -1.49694220145231 -0.00148301853043908 11 7 18
197 0.776677259774216 -0.0681386736154722 11 7 18
198 0.448269717320632 -0.131891286680734 11 7 18
199 -1.60512884614918 -0.177768205732403 12 7 19
200 -0.472501116734415 -0.181878964640676 12 7 19
201 0.225469246833786 -0.148141458782409 12 7 19
202 -0.180036510322446 -0.0918446273562573 12 7 19
203 -0.135884315513948 -0.0225533579376873 12 7 19
204 0.777406680960091 0.04969292694938 12 7 19
205 -0.684117727373901 0.11581014692472 12 7 19
206 0.811999759456581 0.176963458459609 12 7 19
207 0.0444407721893932 0.224892963523689 12 7 19
208 0.383949223908535 0.259341583906948 12 7 19
209 1.11945379445322 0.280246365557073 12 7 19
210 -0.430127280421871 0.293481626135861 12 7 19
211 0.860525890871997 0.319071508577066 12 7 19
212 -0.024915005145021 0.369273307593107 12 7 19
213 -0.305405695008947 0.46172148494664 12 7 19
214 -0.0521335117092955 0.604802641583425 12 7 19
215 0.753730014676397 0.785766425646761 12 7 19
216 0.613815907736886 0.974279755531809 12 7 19
217 1.91043687708087 1.1341320010418 12 7 19
218 1.68908781061011 1.22553336333373 12 7 19
219 2.77264448447634 1.22515519342353 13 7 20
220 0.676777976578689 1.13110532405798 13 7 20
221 0.557595688265049 0.973298270591403 13 7 20
222 1.01839286994316 0.778131278780669 13 7 20
223 0.412070491177949 0.562371746420914 13 7 20
224 0.712567297659703 0.344813949641624 13 7 20
225 0.223359086010629 0.144287104799552 13 7 20
226 -0.439145191778596 -0.0131975801726403 13 7 20
227 -2.06016504189693 -0.100304674215988 13 7 20
228 0.780429631352379 -0.108090450141598 13 7 20
229 0.0225956615608005 -0.0654603107355508 13 7 20
230 -0.535117635207191 0.00731173759080816 13 8 21
231 0.809378147100795 0.0935345905998956 13 8 21
232 0.192429118824341 0.169509425525443 13 8 21
233 1.37718545544992 0.223563285026516 13 7 20
234 -0.128186508279695 0.254085422854221 13 7 20
235 0.713041557414014 0.281297283667025 13 7 20
236 -1.84521712227445 0.325709066142752 13 7 20
237 0.651492572140476 0.40359180638996 13 7 20
238 0.383625988606498 0.490149429739616 13 7 20
239 1.83984394620578 0.5539884590448 13 7 20
240 0.434645022992416 0.56939859541299 13 7 20
241 0.937744247934763 0.535821392422314 13 7 20
242 0.375939338905741 0.458592465202937 13 7 20
243 0.262322381936206 0.350180681107567 13 7 20
244 1.4163023663361 0.222970003518582 13 7 20
245 -2.13534615985435 0.0932399241300943 13 7 20
246 -0.260264069735677 -0.0101243159237332 13 7 20
247 0.994404125890922 -0.0991357424738532 13 8 21
248 0.242346018741031 -0.196764712971064 13 8 21
249 -0.570327430885101 -0.302569142876661 13 8 21
250 -1.41935485028402 -0.402858108478209 13 8 21
251 0.661337731976203 -0.49239837063291 13 8 21
252 0.248671653363168 -0.582272633957515 13 8 21
253 -1.29899119609719 -0.660837344566436 13 8 21
254 -0.785095701302162 -0.696750020350143 13 8 21
255 -2.00885252563163 -0.667954986529294 13 8 21
256 -0.977537162980654 -0.564363786658706 13 8 21
257 -0.327799448948485 -0.405980579591229 13 9 22
258 0.103552642159906 -0.227767866091874 13 9 22
259 0.502906104213266 -0.0635035940675549 13 9 22
260 1.11846064481061 0.063141283016078 13 9 22
261 -0.135489287163606 0.147234868847763 14 9 23
262 0.0974301004796874 0.206959264355545 14 9 23
263 0.355174047679385 0.259546829163822 14 9 23
264 0.292801533104676 0.319022086274048 14 9 23
265 -1.29474224969772 0.400675626907864 14 9 23
266 1.263677483307 0.511051732023959 14 9 23
267 0.689052813361779 0.625626412084381 14 9 23
268 0.877850888288732 0.726948524047118 14 9 23
269 1.33838062233228 0.80350444246722 14 9 23
270 0.519588350203759 0.849947294344945 14 9 23
271 0.835089461981508 0.870986792582104 15 9 24
272 1.12699313887953 0.867112800285606 15 9 24
273 1.40119279539131 0.837716844015037 15 9 24
274 0.468057864285214 0.790230903622098 15 9 24
275 1.06087197190449 0.743331644684822 15 9 24
276 -1.4304222869491 0.713604035433661 15 9 24
277 2.36868423945149 0.711496429810283 15 9 24
278 0.0718400566285956 0.713586933845369 15 9 24
279 1.96843173587082 0.716171148250778 15 9 24
280 -0.33568547241333 0.717301766981414 15 9 24
281 0.845370561123727 0.732036487484391 15 9 24
282 0.541376544495373 0.760828974831571 15 9 24
283 0.893712195486382 0.799930250655387 15 9 24
284 0.905918958398998 0.84215015129264 15 9 24
285 0.399837694020512 0.881424433899018 15 9 24
286 1.08631583915065 0.911007848739886 15 9 24
287 1.56428327461538 0.915498125377501 15 9 24
288 2.46330682533496 0.883948723031594 15 9 24
289 -1.39115435161064 0.827731024521252 15 9 24
290 0.873589655686268 0.782573954162184 15 9 24
291 1.55575821890213 0.747238268777308 15 9 24
292 0.019997492941508 0.715116371237526 15 9 24
293 0.970032639691343 0.69309450943814 15 9 24
294 1.00689693232726 0.679362160989274 15 9 24
295 -1.24303098590425 0.675906448613602 15 9 24
296 1.83666997136122 0.683011791548384 15 9 24
297 0.432272262382032 0.669179669014062 15 9 24
298 2.24040480837716 0.615527072580371 15 9 24
299 0.679433061534961 0.512564980629006 16 9 25
300 -0.0809804809867515 0.38379260908419 16 9 25
301 0.673374874547385 0.262086078657845 16 9 25
302 -0.618229406763434 0.173749305296076 16 9 25
303 -0.255443036288773 0.147079019249366 16 9 25
304 -0.791462246880447 0.194163040547341 16 9 25
305 -0.551991816606108 0.309707668252187 16 9 25
306 2.43702827125415 0.46170462593083 16 9 25
307 -0.182887249864973 0.605538787087857 16 9 25
308 1.25250850017097 0.728668430652436 17 9 26
309 0.418350366996602 0.815193529215568 17 9 26
310 1.41533266042999 0.85388353716745 17 9 26
311 1.95437110223612 0.830931826554147 17 9 26
312 1.84137458162583 0.747782477288135 17 9 26
313 -0.383011642066392 0.637427732488818 17 9 26
314 -0.773494498037471 0.555832250186676 17 9 26
315 0.546810575945865 0.536808563813797 17 9 26
316 0.415789390155627 0.581702909986407 17 9 26
317 0.670569893808343 0.684395041448727 17 9 26
318 0.987417143953385 0.835340028758455 17 9 26
319 -0.287159340997914 1.02463821540453 17 9 26
320 1.96670916504235 1.2387095596036 17 9 26
321 0.630633172798824 1.44156729842188 17 9 26
322 1.84475908776798 1.6012742269987 17 9 26
323 3.7088109329999 1.67423470345257 17 9 26
324 2.25548090672146 1.62812840468476 17 9 26
325 1.92776931285326 1.47685898108959 17 9 26
326 0.787176328569681 1.25995782424094 17 9 26
327 0.151736942384126 1.02700349248734 17 9 26
328 2.61458556999676 0.815694302468914 17 10 27
329 -0.453600853763646 0.652569336664917 17 10 27
330 -2.24343125808026 0.590920249794944 17 9 26
331 -0.258384164768764 0.656023886169838 17 9 26
332 2.30240089049068 0.804620142665137 17 9 26
333 1.16270694773441 0.967824733718411 17 9 26
334 1.17304868239144 1.10380080620086 17 9 26
335 2.14863668121405 1.18275118927262 17 9 26
336 2.1466701064875 1.18225554571162 17 9 26
337 0.831625724435393 1.10502004196659 17 9 26
338 0.798048110648497 0.977096683580013 18 9 27
339 1.37532042719433 0.822956110221985 18 9 27
340 -0.278340803405276 0.664825657653463 18 9 27
341 0.259768843450894 0.530511067951206 18 9 27
342 -0.136903499401374 0.429906287727823 18 9 27
343 1.0172758587626 0.35960141912682 18 9 27
344 -0.689653305295354 0.306539113387215 18 9 27
345 0.510577877202697 0.26314013824223 19 10 29
346 1.54223135186704 0.206024200455128 19 10 29
347 -1.09749835046148 0.118633748846448 19 10 29
348 2.50827139191114 0.0068642368677585 20 10 30
349 -0.428751388631923 -0.12865775760389 20 10 30
350 -3.12738242963338 -0.243748354352075 20 10 30
351 0.517151234900734 -0.302343661160566 20 10 30
352 -0.0894832216330166 -0.324896077159184 20 10 30
353 -0.648817542758527 -0.328626846608697 20 10 30
354 0.833148921499784 -0.323363980052469 20 10 30
355 1.0051297313648 -0.318365134704657 20 10 30
356 -1.99672871330082 -0.294004952719517 20 10 30
357 -1.12347226512942 -0.206298295562402 20 10 30
358 -0.78431308295714 -0.0441205186632581 20 10 30
359 0.811183668511074 0.172295653370451 20 10 30
360 -0.222388031568 0.406098594397931 20 10 30
361 1.32718188577359 0.626526267984647 20 10 30
362 1.25197101439352 0.796791028877471 20 11 31
363 1.9161829862999 0.893595686460655 20 11 31
364 0.279865349006186 0.911826362156087 20 11 31
365 1.26230159151706 0.866448854872226 20 11 31
366 -0.0468196226189207 0.766736849858473 20 11 31
367 1.35447962374184 0.622671534086939 20 11 31
368 1.59918471170258 0.433323146065866 20 11 31
369 -0.126223652730981 0.214588526383068 20 11 31
370 -0.432963143253071 0.00829777250518898 20 11 31
371 -1.31993354602064 -0.146995784121702 20 11 31
372 -0.521234060269581 -0.229561597608194 20 11 31
373 -0.159688562513423 -0.245502012399542 20 11 31
374 -0.811091931037091 -0.212483209193513 20 11 31
375 0.207305843404555 -0.150978048675124 20 11 31
376 1.15560354261459 -0.0914661544586086 20 11 31
377 -0.438246150251288 -0.0537469255096005 20 11 31
378 -1.11411996093717 -0.0321604792672563 20 11 31
379 1.2354397928553 -0.0280909197890693 20 11 31
380 -0.720669942241275 -0.0606174360181384 20 11 31
381 1.72139479825585 -0.131825487644804 20 11 31
382 -0.137200700458589 -0.24135550500507 20 11 31
383 -0.840522144895482 -0.353666209568985 20 11 31
384 -0.404007189148992 -0.424068217176743 20 11 31
385 -2.50940565044433 -0.417226631744881 21 11 32
386 -0.173422241668262 -0.310627316152183 21 11 32
387 -0.626017602935151 -0.123887318913082 21 11 32
388 0.128782258930644 0.112881346833332 21 11 32
389 -0.2059769523899 0.360046931438718 21 11 32
390 2.45292046054395 0.572823552359981 22 11 33
391 0.868031762697827 0.704536696761385 22 11 33
392 1.59885775722271 0.745032056164355 22 11 33
393 1.39390861239656 0.70153792386456 22 11 33
394 0.166909739352051 0.603197041401902 22 11 33
395 -0.629067716241765 0.495504071143992 22 11 33
396 0.187412430791181 0.412782158821321 22 11 33
397 0.144711639998768 0.362879885156378 22 11 33
398 0.369373419563368 0.342131225621206 22 11 33
399 -0.103231777499182 0.341376108300773 22 11 33
400 0.045369567139354 0.348612994722178 22 11 33
401 0.719437856414954 0.341299493214961 22 11 33
402 1.82689660457379 0.290328663759847 22 11 33
403 0.973649992198061 0.180682076248739 22 11 33
404 -1.54672780147539 0.0348851952220179 22 11 33
405 -0.0102599693958849 -0.108493439231396 22 11 33
406 -0.305932023252902 -0.238772390131046 22 11 33
407 -0.600976202395005 -0.351713659317069 22 11 33
408 -0.284173582383943 -0.445232472951976 22 11 33
409 -0.231289519742439 -0.521877930506842 22 11 33
410 -0.728217853692756 -0.580681663043666 22 11 33
411 -1.4689038847647 -0.614642132737383 22 11 33
412 0.0435454498399168 -0.622677794564137 22 11 33
413 -1.15250001228181 -0.618577965733657 22 11 33
414 0.037697794149923 -0.609581442949981 22 11 33
415 0.202206204789594 -0.607145481127101 22 11 33
416 -1.86146230028894 -0.608029962064818 22 11 33
417 -0.388919933271196 -0.595494370429349 22 11 33
418 -0.771858596968625 -0.573310060359277 22 11 33
419 0.155218147149896 -0.548458631690108 22 11 33
420 -0.559697062196024 -0.527326220367478 22 11 33
421 -1.37695126054883 -0.50304210256746 22 11 33
422 -1.15158237486534 -0.470273331569378 23 11 34
423 0.47243439140046 -0.445284059359547 23 11 34
424 0.435584975475872 -0.458096263161973 23 11 34
425 0.132918501325654 -0.518807819270998 23 11 34
426 -0.419835023746157 -0.611122974305951 23 11 34
427 -3.64293726923374 -0.699803760145668 23 11 34
428 0.9234879597138 -0.757443097150636 23 11 34
429 -0.384309431121873 -0.807430295081855 23 11 34
430 -1.47968155872822 -0.851586322709203 23 11 34
431 -0.617703078519479 -0.877646505406382 23 11 34
432 -0.833625551895409 -0.882731999279022 23 11 34
433 -1.3884323214534 -0.861599772010209 23 11 34
434 -1.83937690494012 -0.809368323506211 23 11 34
435 0.225641457683548 -0.737001210282931 23 11 34
436 -0.722279809065298 -0.674364951733864 23 11 34
437 -0.571813436171176 -0.637100209983192 23 11 34
438 -0.432651065484529 -0.636556925387917 23 11 34
439 0.429440118728664 -0.681944792344307 23 11 34
440 -0.5775818604572 -0.772251466995396 23 11 34
441 -0.356515118332328 -0.881610491575041 23 11 34
442 -2.86364093096091 -0.971763747853511 23 11 34
443 -1.22599203201123 -1.0023845188551 23 11 34
444 0.261536044413352 -0.970426479646693 23 11 34
445 -3.09123268147201 -0.880818314070788 23 13 36
446 -1.13988706348536 -0.72569340917661 23 13 36
447 0.509377915440343 -0.538354000543317 23 13 36
448 0.496050422169342 -0.366568352228845 23 13 36
449 -1.14990928201818 -0.23430120588855 23 13 36
450 0.988357096436842 -0.147135757725884 24 13 37
451 -0.448877647609869 -0.119194475765069 24 13 37
452 0.776736766619524 -0.147685270353351 24 13 37
453 -0.780880227503182 -0.226013205188277 24 12 36
454 -0.332902806741277 -0.333149737509657 24 12 36
455 -1.24610341427785 -0.454709660671346 24 12 36
456 -0.000174524839921697 -0.583210075038928 24 12 36
457 -0.0913036197546224 -0.72441726917981 24 12 36
458 -0.669015594784779 -0.87294391228262 24 12 36
459 -2.72221106531267 -1.0063714505437 24 12 36
460 0.0931205185654118 -1.10365131493344 24 12 36
461 -0.180604878192054 -1.17176266258735 24 12 36
462 -3.44345190928073 -1.19684132078105 24 12 36
463 -1.20442924572853 -1.15006794329775 24 12 36
464 -0.929819684155081 -1.04392418748036 24 12 36
465 -1.39346388619788 -0.902948805895448 24 12 36
466 0.0976257550659432 -0.752134411998482 24 12 36
467 -1.16471421355009 -0.621595146673981 24 12 36
468 0.837586084129841 -0.529308758137731 24 12 36
469 -1.52131853549922 -0.493026322972689 24 12 36
470 0.446373806972888 -0.510508516357988 25 12 37
471 -0.515724516592951 -0.588696997767773 25 12 37
472 0.348957397883871 -0.719796736487702 25 12 37
473 -2.25554391287758 -0.884121971839535 25 12 37
474 -0.370158408549703 -1.04671481696421 25 12 37
475 -2.08469871008228 -1.19180845693181 25 12 37
476 -1.78023900072478 -1.30136871389648 25 12 37
477 -0.818966796968441 -1.37467203722493 25 12 37
478 -0.639852828560949 -1.42255282238244 25 12 37
479 -3.38045151999111 -1.44288176308979 25 12 37
480 -0.75747100885405 -1.4245561409759 25 15 40
481 -0.942722395653086 -1.38879971826243 25 15 40
482 -2.30038833709364 -1.35079810243723 25 15 40
483 0.435363286644795 -1.31803146635206 25 15 40
484 -1.23584463020262 -1.30618353810485 25 16 41
485 -2.58735455736247 -1.29946412835765 25 16 41
486 -1.21471778322641 -1.27825106979794 25 16 41
487 -0.969933463861697 -1.24866688203299 25 16 41
488 -1.43055730602054 -1.22070794990754 25 16 41
489 -1.80776214670193 -1.19940088944523 25 16 41
490 -0.306940049606833 -1.19577033414009 26 16 42
491 -0.0885469883273917 -1.22984269585213 25 17 42
492 -0.220011551779785 -1.30066842535015 25 17 42
493 -3.4024502455803 -1.37376998562128 25 17 42
494 -1.87759105512116 -1.39704434615578 25 17 42
495 -3.0730953122876 -1.35694433038355 25 17 42
496 0.172938172916973 -1.26899901397235 25 17 42
497 -1.0473102837324 -1.17902559253654 25 17 42
498 0.488413250449901 -1.11137758106075 25 17 42
499 -0.539321951472676 -1.07209882975559 25 17 42
500 -2.09616489427553 -1.03099108997037 25 17 42
501 -1.70013158367167 -0.944178853150079 25 17 42
502 -2.64741753734994 -0.790792389869008 25 17 42
503 -0.273595282184509 -0.580467617591896 25 17 42
504 0.742847075064086 -0.36324836780464 25 17 42
505 0.732554818388372 -0.186731294567017 25 17 42
506 -0.439468427080633 -0.0695213440495651 25 17 42
507 -0.174892241573505 -0.00757980517105599 25 17 42
508 1.07903165615589 -0.000602227482150219 25 18 43
509 0.881065774089444 -0.0480766866919339 25 18 43
510 -2.08826399409935 -0.123424994307354 25 18 43
511 0.843614517694763 -0.185541837720029 25 18 43
512 -1.0344793652827 -0.223598960926851 25 18 43
513 0.00711337733266193 -0.219888207233073 25 18 43
514 -1.20915617106014 -0.166898156001823 25 18 43
515 0.60469273073137 -0.0619666562496545 25 18 43
516 0.468399695476409 0.0807632176412297 25 18 43
517 -2.01204509636535 0.257471613172072 24 18 42
518 1.53564311745768 0.464070279231903 24 18 42
519 1.15661900732418 0.657380243621766 24 18 42
520 1.21183491961992 0.807131658386619 24 18 42
521 1.77731409749264 0.900875078424737 24 18 42
522 0.326886879246369 0.941525147726087 24 18 42
523 -0.0556158451445689 0.948906660101878 24 18 42
524 0.951978221088735 0.929572932894093 24 18 42
525 1.69862833103295 0.866422706620602 24 18 42
526 1.5547390350147 0.741930427785214 24 18 42
527 1.37963744746427 0.559935319010728 24 18 42
528 -0.158951702971885 0.34943357204913 24 20 44
529 -0.75103638940529 0.157806171422237 24 20 44
530 0.419869844883161 0.0215430787519891 24 20 44
531 -1.92243919851504 -0.0420827345882351 24 20 44
532 0.507817526597635 -0.0219341619440332 24 20 44
533 0.0562190341511809 0.0592968543585102 24 20 44
534 -0.82910171950572 0.180127043725965 24 20 44
535 1.54960592379925 0.316549875169992 24 20 44
536 0.29651299372669 0.430157027906317 24 20 44
537 0.819520507993737 0.501982529053767 24 20 44
538 0.729820502028131 0.518273375244844 24 20 44
539 1.01349632427012 0.472193143739843 24 20 44
540 1.51019181185586 0.365653552704796 26 20 46
541 -0.564950315771588 0.218633344372077 26 20 46
542 -0.650645379235796 0.073357691532324 26 20 46
543 -1.51836624948574 -0.0418721549723375 26 20 46
544 0.468418291365567 -0.125209734533762 26 20 46
545 0.87030297683725 -0.205779808827253 26 20 46
546 -1.46909953935095 -0.302578452471906 26 20 46
547 0.734235349591198 -0.415456532962901 26 20 46
548 -1.3887518375776 -0.556785622476556 26 20 46
549 0.77148351304396 -0.725595813989992 26 20 46
550 0.0484754681134436 -0.924411745674492 26 20 46
551 -1.40960751774142 -1.1243102507727 26 20 46
552 -2.83220323141983 -1.27018406801594 26 20 46
553 -2.69924894350353 -1.31580384152904 26 20 46
554 -0.0210945596963843 -1.25555971296877 27 20 47
555 -1.35253773472359 -1.11391507162444 27 20 47
556 -2.45382559189041 -0.898320686056888 27 20 47
557 -0.226991095361659 -0.6227717972961 27 20 47
558 -0.437400305883128 -0.332381148169339 27 20 47
559 0.495411389920932 -0.0726586107183145 27 20 47
560 2.0398742302919 0.113675930951224 27 20 47
561 1.42410172004131 0.204905252151484 27 20 47
562 -2.03215647863197 0.228013847038237 27 20 47
563 0.303459064708078 0.233294411615588 27 20 47
564 -0.053885835960427 0.231269283351862 27 20 47
565 0.405301478893657 0.220841280744959 27 20 47
566 0.926316384189336 0.196367369085649 27 22 49
567 0.160705375759536 0.158272358170083 27 22 49
568 -0.238073408738058 0.122920813020055 27 22 49
569 -0.743233316522246 0.108620259596815 27 22 49
570 -0.0123280905933898 0.121911294288716 27 22 49
571 1.09086198660732 0.149310865508571 27 22 49
572 -0.447162515137054 0.175041126727825 27 22 49
573 0.745073659069529 0.198766670831075 27 22 49
574 -1.33282881916298 0.215016398164731 27 22 49
575 1.01830620018352 0.218397089744174 27 22 49
576 1.53638369617704 0.178656027096171 27 22 49
577 -0.0481062541409079 0.0809816866161666 27 22 49
578 -0.41852607715718 -0.0581307801126269 27 22 49
579 1.07748986320234 -0.219718413337471 27 22 49
580 -1.71326714153425 -0.38622132218813 27 22 49
581 -0.0111281288310354 -0.522114725744265 27 22 49
582 -0.794421971249597 -0.609831531638258 27 22 49
583 -2.14006192765246 -0.629073478595237 27 22 49
584 -0.12895424991339 -0.568461475551095 27 22 49
585 -0.184620978226946 -0.446318736607269 27 22 49
586 -1.31859112683118 -0.278358249398889 27 22 49
587 -0.167687289982722 -0.0780043359214473 27 22 49
588 0.658475834900181 0.120852407204746 27 22 49
589 0.844220077342688 0.279902026376726 27 22 49
590 1.23575930897951 0.374303539913351 27 22 49
591 -0.430691929113647 0.397975919628749 27 23 50
592 -0.0987116642873238 0.36116159321186 27 23 50
593 1.07780937932655 0.259156555147498 27 23 50
594 1.1147491841886 0.0777673714463065 27 23 50
595 -0.110049139095285 -0.177437044835532 27 23 50
596 0.340530169463743 -0.475059572444451 27 23 50
597 -0.570113180409687 -0.772814932025762 27 23 50
598 -2.4679914911739 -1.01029360925165 27 23 50
599 -2.95109947620975 -1.12622053215431 27 23 50
600 -0.578826452353535 -1.09756021005112 27 24 51
601 -1.70524981817579 -0.943547022649265 27 24 51
602 -1.06719997716794 -0.68604049899509 27 24 51
603 -0.0624901230776515 -0.361826837653013 27 24 51
604 1.11363589218588 -0.0178871277850341 26 25 51
605 0.105169947339593 0.308790825057902 26 25 51
606 1.13106243607357 0.60493271878279 26 25 51
607 1.74705291597741 0.861590371448256 26 25 51
608 -0.541710717463889 1.08411181839308 26 25 51
609 1.51955527358161 1.2903752796876 26 25 51
610 0.77812494461247 1.47061098225385 26 25 51
611 1.97913017843038 1.60785790303933 26 25 51
612 2.26915766953932 1.67402382224875 26 25 51
613 2.89445954267927 1.64813670003276 26 25 51
614 1.47795661725843 1.52973804520429 26 25 51
615 0.957186844530317 1.34673565007224 25 25 50
616 2.02978506655811 1.13037051293037 26 25 51
617 -0.523497836053342 0.908237890614634 26 25 51
618 0.307155648618766 0.717047231683507 26 25 51
619 0.603034514595534 0.566635908226046 26 25 51
620 1.95999706909503 0.45126985474386 26 25 51
621 -1.63088479116388 0.37159990900279 26 25 51
622 -0.116683132308132 0.349153164210843 26 25 51
623 0.938331211693529 0.36971028771035 26 25 51
624 0.373668124766317 0.402134676040395 26 25 51
625 1.42573018275449 0.424423451212556 26 25 51
626 1.13496211292618 0.422044473716021 26 25 51
627 -1.49816819745949 0.404527334386073 26 25 51
628 0.394128776579794 0.391408100746492 26 25 51
629 1.27761425540376 0.366845338793007 26 25 51
630 -0.0402808661908738 0.309964088979751 26 25 51
631 1.64094555001154 0.216798157902105 26 25 51
632 -1.94094071395764 0.088173179625896 26 25 51
633 0.838477687301486 -0.0580652136439929 26 25 51
634 0.166259549570146 -0.233808216181597 26 25 51
635 0.947585688592659 -0.440905431918466 26 25 51
636 -0.852018082511381 -0.661271799128189 26 25 51
637 -1.60644151191599 -0.84725207400232 26 25 51
638 -1.53867328633861 -0.951876913798216 26 25 51
639 -2.16997271095132 -0.947747331688957 26 25 51
640 -1.28899242130086 -0.829673459055304 26 25 51
641 -1.05327064342685 -0.622916723648236 26 25 51
642 0.0246675019361374 -0.370644250212451 26 25 51
643 0.63486352330913 -0.12518378475167 26 25 51
644 0.76294729979721 0.0709415513546839 26 25 51
645 0.673254732187267 0.196385987007627 26 25 51
646 0.528372286526409 0.250352232925454 26 25 51
647 0.414349143673036 0.246806838132046 26 25 51
648 0.710032355063549 0.208728530962869 26 25 51
649 -1.34460336194694 0.166533077435423 26 25 51
650 0.238239529768675 0.154030879607661 27 25 52
651 0.327108568077447 0.177023212595925 27 25 52
652 -0.512190114668034 0.236056316786658 27 25 52
653 -0.678781523216537 0.331349620231101 27 25 52
654 0.957035820078043 0.443353474079934 27 25 52
655 1.31057143283141 0.53058366804591 27 25 52
656 1.66936401833817 0.560917550635688 27 25 52
657 1.93867456753257 0.526563063381039 27 25 52
658 -1.5383760852814 0.453724140941046 27 25 52
659 -0.960197288852592 0.393051843368996 26 25 51
660 -0.35366065961197 0.35461508781417 26 25 51
661 1.60336671290108 0.306854820216251 26 25 51
662 1.8210489488838 0.203384837160491 26 25 51
663 0.65456500051408 0.0290933074533583 26 25 51
664 0.397885996005292 -0.188070767190775 26 25 51
665 -2.62841200873038 -0.396015436265103 26 25 51
666 -1.8177646406761 -0.538867862529451 26 25 51
667 0.543644039456965 -0.610126323881665 26 25 51
668 -0.0562362815038206 -0.63507027599022 26 25 51
669 -1.62275476380096 -0.618892054843565 26 25 51
670 0.691752528452031 -0.554135360992899 27 25 52
671 -2.99157853084405 -0.444584054578935 27 25 52
672 -0.135071943746273 -0.28667114872108 27 25 52
673 1.39411914369414 -0.121931776313143 27 25 52
674 -0.0930931357840709 0.00592067165768829 27 25 52
675 1.13980174226224 0.0845567348121752 27 25 52
676 -0.647896186164229 0.112807645455787 27 25 52
677 1.11745633763452 0.106750551077335 27 25 52
678 -0.98573526421404 0.0774505171219759 27 25 52
679 -0.0560071543170795 0.0473574802718562 27 25 52
680 -0.71755288373369 0.0217568384197675 27 25 52
681 0.691512243731795 -0.00543559464809562 27 25 52
682 -0.0200258978276431 -0.0524314146495978 27 25 52
683 0.589011072739144 -0.126765632409191 27 25 52
684 -0.540728725354781 -0.228059809653528 27 25 52
685 -0.142634731909081 -0.342683493418157 27 25 52
686 0.34175616547092 -0.458724275154855 27 26 53
687 -2.03204377462752 -0.557661261318931 27 26 53
688 -0.774096338507564 -0.611083518411476 27 26 53
689 0.0569930854710355 -0.617568363188441 27 26 53
690 -1.37358535029584 -0.583142357483606 27 26 53
691 -0.342037141280289 -0.504879920590327 27 26 53
692 0.123701216204841 -0.391781303318694 27 26 53
693 -0.904060019962556 -0.250915474333861 27 26 53
694 -1.05542543438399 -0.081287715086524 28 26 54
695 0.800123670201666 0.102338854320942 28 26 54
696 -0.0287998052863003 0.265437788017814 28 27 55
697 0.854181660360701 0.381295614810443 28 27 55
698 1.04169310376567 0.423166644679317 28 27 55
699 0.966467355674269 0.375674150918015 28 27 55
700 0.309291843686745 0.24159302203153 29 27 56
701 1.14554785148128 0.0393439530330626 29 27 56
702 -1.15255579994928 -0.202556041078321 29 27 56
703 -1.26926119067325 -0.437414063684964 29 27 56
704 1.13352186644359 -0.636626531166521 29 27 56
705 -1.87816686134643 -0.784453969008773 30 27 57
706 -2.7377156646078 -0.838707532966739 30 27 57
707 -0.867297273797601 -0.780305953902456 30 27 57
708 0.166800754525429 -0.635199513264694 30 27 57
709 -0.80222504413264 -0.436752339258868 30 27 57
710 -0.305416852542442 -0.20419049151308 31 27 58
711 -0.323692959976129 0.0393548429859397 31 27 58
712 1.12790705711817 0.264937112200561 31 27 58
713 1.31294419344179 0.440067225651902 31 27 58
714 1.78461687637655 0.552582770310049 31 27 58
